Company,Last day Open,Begin day Close,Last day Close,Average Price,Average Performance,Volume,Average Volume,Quarter High,Quarter Low,Performance 2023Q1,Performance 2023Q2,Relative 2023Q2,zip,sector,fullTimeEmployees,city,phone,state,country,industry,profitMargins,revenueGrowth,recommendationKey,totalCashPerShare,exchange
FLES,1.059999942779541,1.2000000476837158,1.059999942779541,1.1466322627759749,0.7247427937442122,1133,982.3064516129032,1.7000000476837158,0.5497000217437744,-33.81878842736755,-74.19927617632935,-82.62192122535508,89030,Consumer Cyclical,,Las Vegas,702 267 6100,NV,United States,Auto Parts,,-0.859,buy,0.001,OEM
FLEX,16.789751052856445,16.247173309326172,17.33986473083496,17.30036203322872,0.07011823550511104,5231299,6724974.903225807,18.929916381835938,15.056517601013184,-6.315386395553015,15.140810198844026,6.718165149818297,78759,Technology,148115.0,Austin,,TX,United States,Electronic Components,0.037130002,-0.056,buy,6.707,NMS
FLNC,19.3799991607666,16.209999084472656,20.25,19.85749993785735,0.3731869827629802,2856600,1243954.8387096773,26.780000686645508,14.699999809265137,-14.301207153111296,28.894767669534502,20.472122620508777,22203,Utilities,1112.0,Arlington,833 358 3623,VA,United States,Utilities—Renewable,-0.010199999,-0.099,buy,3.01,NMS
FLUX,4.920000076293945,4.139999866485596,4.860000133514404,5.574354856244979,0.3507740717064704,43200,67354.83870967742,7.5,3.875,20.48214971247029,-29.33906299119329,-37.76170804021902,92081,Industrials,133.0,Vista,877 505 3589,CA,United States,Electrical Equipment & Parts,-0.110290006,-0.042,buy,0.075,NCM
FLWS,11.550000190734863,9.550000190734863,11.5,10.228548372945477,0.4213150097079287,699900,617529.0322580645,13.289999961853027,9.050000190734863,5.193927929293813,-21.66641916221812,-30.089064211243844,11753,Consumer Cyclical,4000.0,Jericho,516 237 6000,NY,United States,Specialty Retail,-0.0050199996,-0.1,buy,0.132,NMS
FLXS,19.489999771118164,15.9399995803833,19.26000022888184,19.3503225234247,0.37658953452032384,6000,10548.387096774193,22.6299991607666,15.380000114440918,14.659660959905016,-2.8102295660575787,-11.232874615083308,52001-0877,Consumer Cyclical,1500.0,Dubuque,563 556 7730,IA,United States,"Furnishings, Fixtures & Appliances",0.03296,0.099,none,1.102,NMS
FN,115.2699966430664,130.77999877929688,118.76000213623048,124.26774178781817,-0.19374875556009405,377500,217517.74193548388,140.17999267578125,108.69000244140624,-12.539135266474275,-2.0269017709853925,-10.449546820011122,KY1-9005,Technology,14213.0,George Town,,,Cayman Islands,Electronic Components,0.10277,0.173,buy,25.06,NYQ
FNGR,1.3899999856948853,2.819999933242798,1.5,2.546290316889363,-0.7647414056090746,169300,233583.87096774194,4.420000076293945,1.0099999904632568,-63.72184799620292,-15.12148837547858,-23.54413342450431,238164,Communication Services,64.0,Singapore,347 349 5339,,Singapore,Telecom Services,-0.18290001,-0.088,buy,0.015,NCM
FONR,16.149999618530273,16.850000381469727,16.200000762939453,17.290322626790694,-0.06327516382661248,7200,12398.387096774193,19.0,15.15999984741211,-11.769607307177496,-1.0145110728789233,-9.437156121904652,11747,Healthcare,520.0,Melville,631-694-2929,NY,United States,Diagnostics & Research,0.10271,0.006,none,8.748,NCM
FOR,14.90999984741211,15.529999732971191,15.5600004196167,14.988387123230964,-0.05609889312108465,118500,99788.70967741935,17.200000762939453,13.720000267028809,-8.955510124752381,41.12913670037069,32.70649165134496,76006,Real Estate,,Arlington,817 769 1860,TX,United States,Real Estate—Development,0.13475999,0.003,strong_buy,9.5,NYQ
FORD,11.0,10.300000190734863,11.199999809265137,11.687096795728129,0.10619085613275203,3460,2984.032258064516,13.600000381469728,9.5,-8.46681960789422,-15.596152282501633,-24.01879733152736,11788,Consumer Cyclical,100.0,Hauppauge,631 547 3055,NY,United States,Footwear & Accessories,-0.10223,-0.094,none,2.324,NCM
FORZ,0.0001999999949475,0.0005000000237487,0.0001999999949475,0.00032677419726345253,0.762558347195316,951500,20836865.774193548,0.0006999999750405,9.999999747378752e-05,-40.15781408945004,-64.35024860748355,-72.77289365650928,92101,Healthcare,2.0,San Diego,619 324 7388,CA,United States,Medical Devices,,-0.755,none,,OEM
FOX,31.049999237060547,28.34000015258789,31.309999465942383,31.338064470598773,0.15738264066760152,1149400,1205945.1612903227,34.41999816894531,28.145000457763672,2.3496295097861357,-0.9895856975584364,-9.412230746584164,10036,Communication Services,10200.0,New York,212 852 7000,NY,United States,Entertainment,0.13399,0.111,none,8.872,NMS
FOXA,33.01292831165065,29.35797882080078,33.25710678100586,32.85063725133096,0.2026627318187855,3280100,2893914.5161290322,36.13736875480658,29.10581228305768,5.077864429630052,-1.3209781794983984,-9.743623228524129,10036,Communication Services,10200.0,New York,212 852 7000,NY,United States,Entertainment,0.13399,0.111,buy,8.872,NMS
FRBKQ,1.1799999475479126,2.119999885559082,1.3600000143051147,1.9616935406961749,-0.8065571775532778,4397783,471468.12903225806,2.6600000858306885,1.1200000047683716,-34.10034029643894,-45.49481171924754,-53.91745676827327,19102-2516,Financial Services,525.0,Philadelphia,215 735 4422,PA,United States,Banks—Regional,0.10885,-0.377,hold,2.399,OEM
FRD,11.4399995803833,9.640000343322754,11.34000015258789,11.255967786235194,0.31721481556698383,17200,29167.74193548387,13.380000114440918,9.5600004196167,13.205904558315009,-12.218914919528508,-20.641559968554237,75601,Basic Materials,268.0,Longview,903 758 3431,TX,United States,Steel,0.02477,1.802,none,,ASE
FREVS,14.68000030517578,15.0,14.68000030517578,15.28919356869113,-0.024325494724787112,0,517.741935483871,15.899999618530272,14.550000190734863,-3.009815185970015,-2.797906384861754,-11.220551433887485,07601-5900,Real Estate,21.0,Hackensack,201 488 6400,NJ,United States,REIT—Residential,0.54133,-0.02,none,4.031,PNK
FRHC,71.33000183105469,57.65999984741211,71.86000061035156,67.68145124373898,0.40171741095464475,158200,224429.03225806452,82.06999969482422,57.18999862670898,12.407815380114116,21.24696403040293,12.824318981377203,050040,Financial Services,6356.0,Almaty,7 727 311 1064,,Kazakhstan,Capital Markets,0.29551,0.471,none,67.702,NCM
FSFG,16.34000015258789,19.950000762939453,16.09000015258789,18.91451620286511,-0.31591465790941026,2700,6040.322580645161,20.739999771118164,15.890000343322754,-14.020758663959588,-32.64181617302576,-41.06446122205149,47130,Financial Services,,Jeffersonville,812 283 0724,IN,United States,Banks—Regional,0.20136,-0.218,buy,7.63,NCM
FSSN,0.0020999999251216,0.0010000000474974,0.0020999999251216,0.0019209677383543347,1.6346067324517588,0,1998.8709677419354,0.0023000000510364,0.0010000000474974,58.30545616889496,-15.09422974163618,-23.51687479066191,55416,Technology,5.0,Minneapolis,612 927 3700,MN,United States,Software—Application,-1.41707,-0.225,none,,OEM
FSTJ,0.1299999952316284,0.3499999940395355,0.1299999952316284,0.21467741831175743,0.1470166738429723,0,703.2258064516129,0.3499999940395355,0.1000000014901161,-22.244272059305832,77.66817468678556,69.24552963775983,60450,Financial Services,1.0,Morris,815 941 9888,IL,United States,Shell Companies,,,none,0.004,PNK
FUL,66.06879342556365,71.04263305664062,67.1080093383789,68.37473727810767,-0.11410640702225142,489100,406719.3548387097,73.30152136395219,62.47074747298629,-4.241022393186176,-5.799456295832552,-14.22210134485828,55164-0683,Basic Materials,7200.0,Saint Paul,651-236-5900,MN,United States,Specialty Chemicals,0.051459998,0.019,hold,2.406,NYQ
FUNI,0.0078999996185302,0.0077999997884035,0.0078999996185302,0.007291935474401472,0.4185511666696956,282300,42762.903225806454,0.0082999998703598,0.0054999999701976,0.3709748602122588,-4.420508835804409,-12.843153884830135,89118,Healthcare,17.0,Las Vegas,(702) 744-0640,NV,United States,Diagnostics & Research,,,none,0.005,OQB
FUST,1.0,1.5049999952316284,1.0,1.0325806448536534,-0.5592469510870949,0,1.6129032258064515,1.5049999952316284,1.0,-9.173478577094537,-3.257013836742568,-11.679658885768296,91007,Basic Materials,2.0,Arcadia,626 210 0000,CA,United States,Other Industrial Metals & Mining,-0.84440005,,none,0.003,OQB
FWFW,0.3000000119209289,0.3300000131130218,0.3000000119209289,0.44674193426485986,2.0233853118733567,300,1843.5483870967741,1.100000023841858,0.270000010728836,-24.389676011425017,-38.05906114247807,-46.48170619150379,,Technology,,Sha Tin,,,Hong Kong,Information Technology Services,0.20944999,,none,,PNK
GAIN,13.260000228881836,12.949999809265137,13.25,13.490322528346892,0.0385746295390841,104300,129219.35483870968,14.550000190734863,12.109999656677246,-1.590033485706344,-4.169570719420033,-12.592215768445762,22102,Financial Services,,McLean,703-287-5800,VA,United States,Asset Management,0.78482,0.093,hold,0.067,NMS
GAINN,23.479999542236328,23.322999954223636,23.75,23.410854862582298,0.01333478644624723,13900,7872.580645161291,23.75,22.81999969482422,0.187009230485859,0.3442053007067334,-8.078439748318996,,,,,,,,,,,none,,NMS
GAINZ,22.07999992370605,21.700000762939453,23.670000076293945,22.879903239588582,0.11657376838647666,12100,2446.7741935483873,24.489999771118164,21.524999618530277,5.758652344414193,-2.418950025631419,-10.841595074657148,,,,,,,,,,,,,NMS
GATO,6.599999904632568,4.309999942779541,6.53000020980835,4.811129047024634,0.8413131584157486,1308300,450641.93548387097,6.789999961853027,4.0,-1.820709821662982,-14.106449103644469,-22.5290941526702,V6C 3L2,Basic Materials,19.0,Vancouver,604 424 0984,BC,Canada,Other Precious Metals & Mining,,,buy,1.189,NYQ
GAXYQ,0.0038000000640749,0.0201999992132186,0.0043999999761581,0.012183548439474301,-0.8129466084543194,4072541,2066166.7258064516,0.0474999994039535,0.0038000000640749,-64.56233096015167,-93.85934922826118,-102.28199427728693,30577,Technology,24.0,Toccoa,706-391-5030,GA,United States,Consumer Electronics,,-0.482,none,0.001,OEM
GBCS,4.400000095367432,4.739999771118164,4.400000095367432,4.498548400017523,0.5831019657150647,0,369.35483870967744,5.0,2.5,3.5053784108605983,4.970045187233585,-3.452599861792144,80111-5006,Healthcare,574.0,Greenwood Village,720 680 0808,CO,United States,Medical Care Facilities,-0.16438,0.073,none,1.05,PNK
GBDC,11.240780892422377,10.787101745605469,11.38349437713623,11.138544467187696,0.06833124469475298,1043700,772558.0645161291,11.652132440617825,10.300552452265316,-1.2348911272153635,3.1808135670664512,-5.241831481959277,10166,Financial Services,,New York,,NY,United States,Asset Management,0.42139998,0.107,buy,0.557,NMS
GBLX,0.017799999564886,0.0175000000745058,0.0179999992251396,0.019524838655225654,0.1220216386143056,165660,118210.69354838709,0.0236000008881092,0.0152000002562999,2.8365379165381417,-43.38683133807583,-51.809476387101554,89148,Healthcare,2.0,Las Vegas,866-721-0297,NV,United States,Biotechnology,,,none,,OEM
GBX,32.06999969482422,33.959999084472656,32.16999816894531,30.21806449274863,-0.0356795836151206,305400,358774.1935483871,35.380001068115234,26.729999542236328,3.139491214354556,4.114525435830542,-4.308119613195187,97035,Industrials,14200.0,Lake Oswego,503 684 7000,OR,United States,Railroads,0.04517,0.035,hold,11.854,NYQ
GCBC,23.040000915527344,29.149999618530277,22.68000030517578,25.596693592686808,-0.38144697916070375,12900,27122.58064516129,30.229999542236328,22.145000457763672,-3.0098703858548257,16.396431554224282,7.973786505198554,12414,Financial Services,189.0,Catskill,518-943-2600,NY,United States,Banks—Regional,0.38329,-0.003,none,12.689,NCM
GDLC,6.710000038146973,3.767999887466431,6.900000095367432,5.995887091082912,1.1319232030088742,97200,70500.0,7.380000114440918,3.75,12.045656863636928,16.658215587018596,8.235570537992867,,,,,,,,,,,,,OQX
GDST,10.380000114440918,10.0600004196167,10.375,10.28370967988045,0.052346288518492955,16500,34995.16129032258,11.010000228881836,10.0600004196167,1.667122149187035,2.3596211398868228,-6.063023909138906,11354,Financial Services,,Flushing,330-352-7788,NY,United States,Shell Companies,,,none,0.129,NCM
GDSTU,10.5,10.140000343322754,10.5,10.353870914828393,0.06311729872059042,0,62.645161290322584,10.859999656677246,10.140000343322754,0.2989663430574183,2.6986657113733736,-5.723979337652355,11354,Financial Services,,Flushing,330-352-7788,NY,United States,Shell Companies,,,none,0.129,NCM
GEF,59.68194998685548,63.12538146972656,60.387115478515625,63.43646246387112,-0.0838618945284384,197400,192925.8064516129,69.88106049483187,54.67908103193764,-8.804003730823199,1.1325349843629513,-7.290110064662777,43015,Consumer Cyclical,12000.0,Delaware,740 549 6000,OH,United States,Packaging & Containers,0.04991,0.093,buy,4.116,NYQ
GEG,2.259999990463257,2.109999895095825,2.2699999809265137,2.220322585874988,0.15400267691888025,1090300,78324.19354838709,2.490000009536743,2.0199999809265137,-2.502721551926742,-6.046559248435486,-14.469204297461214,33410,Financial Services,31.0,Palm Beach Gardens,617 375 3006,FL,United States,Asset Management,-0.07783,1.947,hold,3.82,NMS
GEGGL,19.582000732421875,14.649999618530272,19.38999938964844,19.56704834968813,0.5248344775738158,1500,5622.580645161291,20.75,14.369999885559082,2.7962959024894136,6.9927679807847,-1.4298770682410282,,,,,,,,,,,,,NGM
GEN,16.197587106831634,20.73607444763184,16.55453109741211,19.294475632329142,-0.38876476218680517,4059600,4209533.870967742,22.76939963811664,14.972397744004462,-21.98302447170525,-9.15778243548977,-17.580427484515496,85281,Technology,3400.0,Tempe,650 527 8000,AZ,United States,Software—Infrastructure,0.16153,0.031,buy,1.196,NMS
GENC,15.15999984741211,10.279999732971191,15.369999885559082,12.537096777269918,0.6555561409804174,26600,30664.516129032258,15.369999885559082,9.800000190734863,36.32669546980743,17.472354320933114,9.049709271907384,32810,Industrials,314.0,Orlando,407 290 6000,FL,United States,Farm & Heavy Construction Machinery,0.14331001,-0.083,strong_buy,7.954,ASE
GEOS,7.400000095367432,4.019999980926514,7.050000190734863,5.543870979739774,1.0587329261535383,25000,47940.32258064516,7.550000190734863,3.9600000381469727,43.8851682026694,42.533443018827086,34.110797969801354,77040-6601,Energy,681.0,Houston,713 986 4444,TX,United States,Oil & Gas Equipment & Services,0.0828,-0.21,none,3.294,NMS
GEVI,0.1897999942302703,0.4399999976158142,0.1700000017881393,0.2528306454900772,-0.8832051974596152,7350,8638.806451612903,0.4950000047683716,0.1420000046491623,-40.143423540302855,54.62076174663515,46.19811669760942,82009,Basic Materials,8.0,Cheyenne,800 401 4535,WY,United States,Specialty Chemicals,,6.006,none,0.015,PNK
GFF,29.238222796855982,33.1135139465332,29.51483726501465,33.710839148490656,-0.1882472996271589,409600,517285.48387096776,40.22175363105411,27.135946749500945,-14.821510512852656,7.684393883895253,-0.7382511651304755,10019,Industrials,5700.0,New York,212 957 5000,NY,United States,Conglomerates,0.07269,-0.052,strong_buy,2.715,NYQ
GFMH,0.0056500001810491,0.0037000000011175,0.0056500001810491,0.004735483844283787,1.0923484922050732,0,7606.3387096774195,0.0061499997973442,0.0037000000011175,42.07554844682884,-1.6542293324104986,-10.076874381436228,89703,Communication Services,,Carson City,310 467 0721,NV,United States,Entertainment,0.00378,,none,,PNK
GFOO,0.0274999998509883,0.0320000015199184,0.025000000372529,0.029702419715542917,-0.24732678054453786,39000,1848.1290322580646,0.0347499996423721,0.025000000372529,-17.034557169251084,-34.294423927740894,-42.71706897676663,91007,Financial Services,,Arcadia,855 707 2077,CA,United States,Shell Companies,,,none,,OEM
GGEI,3.0,2.9100000858306885,2.8299999237060547,2.4638822655523978,0.17133779143817082,4096,21664.225806451614,3.109999895095825,2.000600099563598,-14.27029794445527,-9.231129253293313,-17.653774302319043,723000,Real Estate,95.0,Hanzhong,86 91 6262 2612,,China,Real Estate—Development,,0.128,none,0.033,OEM
GHM,12.970000267028809,9.75,13.079999923706056,12.16645162336288,0.5006318572533771,29900,47233.87096774193,14.65999984741211,9.109999656677246,42.88700026112527,4.721378391453152,-3.701266657572576,14020,Industrials,595.0,Batavia,585 343 2216,NY,United States,Specialty Industrial Machinery,0.025980001,0.05,buy,1.984,NYQ
GHST,0.0399999991059303,0.0460000000894069,0.0399999991059303,0.04143548384308811,0.609803267676282,0,1874.1935483870968,0.0649999976158142,0.0260000005364418,45.05522618775452,36.92867592709708,28.506030878071343,10065,Consumer Cyclical,,New York,212 634 6860,NY,United States,Specialty Retail,,-0.743,none,,PNK
GIS,80.35866001905296,77.95233917236328,80.55661010742188,75.24081691618889,0.05412252342804773,3069900,3562203.2258064514,81.35783971609051,69.98037567539298,0.690022605346772,2.799560338650551,-5.623084710375178,55426,Consumer Defensive,34000.0,Minneapolis,763 764 7600,MN,United States,Packaged Foods,0.12136,-0.012,hold,0.843,NYQ
GLAD,18.76000022888184,19.5,18.799999237060547,19.888064538278886,-0.07072366998752043,70300,74850.0,21.739999771118164,17.739999771118164,-5.469397764680727,-3.669563038380671,-12.0922080874064,22102,Financial Services,,McLean,703-287-5800,VA,United States,Asset Management,0.78405,0.126,hold,0.052,NMS
GLAI,0.0820000022649765,0.0820000022649765,0.0820000022649765,0.0820000022649765,0.0,0,0.0,0.0820000022649765,0.0820000022649765,0.0,0.3658534812473333,-8.056791567778395,33477,Industrials,1.0,Jupiter,561 240 0333,FL,United States,Consulting Services,,,none,,OQB
GLD,184.1100006103516,171.05999755859375,183.22000122070312,175.95999982280117,0.12865668958333318,8003300,7351219.354838709,186.2400054931641,168.19000244140625,0.6150267106572551,2.56982995941379,-5.852815089611939,,,,,,,,,,,,,PCX
